t	iOTOC	Densities
77	17.600000	-38:0.2000 -32:0.2000 -31:0.2000 -29:0.4000 -28:0.2000 -26:0.2000 -25:0.2000 -24:0.2000 -21:0.2000 -20:0.2000 -19:0.2000 -18:0.2000 -17:0.2000 -16:0.2000 -15:0.2000 -14:0.2000 -13:0.6000 -12:0.2000 -10:0.4000 -9:0.2000 -8:0.2000 -5:0.2000 -3:0.8000 -2:0.2000 -1:0.2000 0:0.2000 1:0.2000 2:0.4000 3:0.2000 4:0.6000 5:0.4000 7:0.4000 8:0.4000 9:0.2000 11:0.6000 12:0.2000 13:0.2000 14:0.2000 16:0.2000 18:0.2000 19:0.4000 20:0.4000 21:0.4000 22:0.6000 25:0.2000 26:0.2000 27:0.2000 28:0.2000 29:0.2000 31:0.4000 33:0.2000 34:0.2000 35:0.2000 36:0.2000 37:0.2000 39:0.4000 40:0.2000 42:0.2000 45:0.2000 46:0.2000 48:0.2000 50:0.2000 53:0.2000 54:0.4000 58:0.2000
78	16.200000	-47:0.2000 -45:0.2000 -41:0.2000 -39:0.4000 -35:0.2000 -32:0.2000 -29:0.2000 -28:0.2000 -27:0.2000 -21:0.2000 -15:0.4000 -14:0.2000 -13:0.8000 -11:0.4000 -9:0.2000 -8:0.2000 -7:0.4000 -5:0.6000 -4:0.4000 -3:0.6000 -1:0.2000 0:0.2000 2:0.2000 3:0.2000 4:0.4000 5:0.4000 8:0.4000 9:0.2000 10:0.2000 11:0.2000 12:0.8000 14:0.4000 15:0.2000 16:0.2000 17:0.2000 18:0.2000 19:0.4000 20:0.2000 21:0.4000 22:0.4000 23:0.2000 24:0.2000 26:0.4000 27:0.6000 28:0.4000 29:0.2000 30:0.4000 31:0.2000 33:0.2000 37:0.2000 45:0.2000 46:0.2000 53:0.2000 54:0.2000
79	15.000000	-47:0.2000 -46:0.2000 -42:0.2000 -39:0.2000 -35:0.2000 -33:0.4000 -32:0.2000 -30:0.2000 -29:0.4000 -28:0.4000 -27:0.4000 -26:0.2000 -25:0.2000 -24:0.2000 -21:0.2000 -18:0.4000 -17:0.2000 -16:0.4000 -13:0.4000 -11:0.2000 -10:0.2000 -9:0.2000 -8:0.4000 -4:0.2000 -3:0.6000 0:0.2000 1:0.6000 2:0.2000 3:0.2000 4:0.4000 5:0.6000 6:0.2000 7:0.4000 8:0.6000 9:0.2000 10:0.2000 11:0.4000 13:0.4000 14:0.4000 15:0.2000 16:0.2000 17:0.2000 18:0.2000 19:0.2000 21:0.4000 26:0.2000 27:0.2000 28:0.2000 30:0.2000 35:0.2000 36:0.2000 46:0.2000 50:0.2000
80	15.600000	-63:0.2000 -60:0.2000 -55:0.2000 -54:0.2000 -45:0.2000 -40:0.2000 -37:0.2000 -36:0.2000 -35:0.4000 -34:0.2000 -32:0.4000 -31:0.4000 -30:0.2000 -29:0.2000 -27:0.6000 -26:0.4000 -25:0.2000 -24:0.2000 -20:0.2000 -19:0.6000 -18:0.2000 -17:0.2000 -16:0.2000 -15:0.4000 -14:0.4000 -13:0.2000 -12:0.2000 -11:0.2000 -10:0.2000 -8:0.4000 -7:0.4000 -5:0.6000 -4:0.4000 -3:0.2000 -1:0.2000 1:0.6000 2:0.2000 5:0.2000 7:0.4000 8:0.2000 9:0.2000 10:0.4000 11:0.2000 13:0.2000 14:0.2000 16:0.4000 20:0.2000 22:0.4000 24:0.2000 26:0.2000 27:0.4000 28:0.2000 30:0.4000 34:0.2000 35:0.2000
81	15.800000	-57:0.2000 -53:0.2000 -52:0.2000 -50:0.2000 -45:0.2000 -41:0.2000 -36:0.2000 -33:0.2000 -31:0.2000 -27:0.2000 -26:0.2000 -24:0.2000 -23:0.4000 -21:0.4000 -19:0.2000 -18:0.2000 -11:0.2000 -10:0.4000 -9:0.2000 -6:0.4000 -5:0.4000 -3:0.4000 -2:0.2000 -1:0.4000 1:0.4000 2:0.2000 4:0.4000 6:0.2000 7:0.2000 8:0.4000 9:0.4000 10:0.2000 13:0.2000 14:0.2000 15:0.2000 17:0.4000 19:0.4000 20:0.2000 21:0.2000 22:0.6000 23:0.4000 24:0.4000 25:0.2000 26:0.2000 27:0.4000 29:0.4000 30:0.2000 31:0.2000 33:0.2000 34:0.2000 36:0.2000 37:0.4000 39:0.2000 41:0.2000 44:0.2000 47:0.2000 48:0.2000 53:0.2000 60:0.2000
82	15.200000	-47:0.2000 -46:0.2000 -41:0.2000 -37:0.2000 -35:0.2000 -34:0.2000 -33:0.2000 -32:0.2000 -31:0.2000 -29:0.4000 -27:0.2000 -23:0.2000 -21:0.4000 -19:0.2000 -18:0.4000 -17:0.2000 -16:0.2000 -15:0.2000 -11:0.2000 -10:0.2000 -9:0.4000 -8:0.2000 -6:0.4000 -5:0.2000 -4:0.4000 -3:0.2000 -1:0.4000 0:0.2000 1:0.6000 3:0.2000 4:0.4000 5:0.2000 6:0.2000 7:0.4000 8:0.6000 9:0.2000 10:0.2000 11:0.2000 12:0.2000 15:0.2000 17:0.4000 19:0.2000 20:0.4000 21:0.4000 22:0.4000 26:0.2000 28:0.2000 29:0.2000 30:0.2000 31:0.2000 34:0.2000 35:0.2000 36:0.2000 37:0.2000 39:0.2000 40:0.2000 42:0.2000 45:0.2000 52:0.2000
83	9.000000	-54:0.2000 -47:0.2000 -45:0.2000 -39:0.2000 -37:0.2000 -36:0.2000 -35:0.6000 -34:0.4000 -32:0.2000 -31:0.2000 -29:0.2000 -28:0.2000 -27:0.4000 -24:0.2000 -21:0.2000 -19:0.4000 -18:0.2000 -17:0.2000 -16:0.4000 -15:0.2000 -14:0.2000 -13:0.2000 -11:0.2000 -8:0.2000 -6:0.2000 -5:0.2000 -4:0.4000 -3:0.2000 10:0.2000 24:0.2000 34:0.2000 39:0.2000 49:0.2000 51:0.2000 56:0.2000 61:0.2000 62:0.2000 63:0.2000
84	23.600000	-47:0.2000 -43:0.2000 -42:0.2000 -41:0.4000 -40:0.2000 -39:0.2000 -38:0.2000 -37:0.2000 -35:0.2000 -34:0.2000 -32:0.2000 -31:0.4000 -30:0.2000 -29:0.4000 -28:0.4000 -27:0.4000 -26:0.4000 -25:0.8000 -24:0.4000 -22:0.2000 -20:0.2000 -19:0.4000 -18:0.4000 -17:0.2000 -16:0.2000 -15:0.6000 -14:0.4000 -13:0.6000 -12:0.2000 -11:0.2000 -10:0.4000 -9:0.4000 -8:0.4000 -7:0.2000 -5:0.6000 -4:0.4000 -3:0.2000 -1:0.4000 0:0.4000 1:0.4000 2:0.4000 4:0.6000 5:0.8000 7:0.4000 8:0.8000 9:0.4000 10:0.2000 11:0.4000 12:0.2000 14:0.6000 15:0.2000 16:0.2000 18:0.4000 20:0.4000 21:0.6000 22:0.4000 25:0.2000 26:0.4000 28:0.2000 31:0.2000 34:0.2000 35:0.2000 36:0.2000 39:0.4000 40:0.2000 43:0.2000 45:0.2000 46:0.2000 50:0.2000 54:0.2000 58:0.2000
85	13.000000	-63:0.2000 -60:0.2000 -55:0.2000 -40:0.2000 -32:0.2000 -31:0.2000 -26:0.2000 -25:0.2000 -19:0.4000 -15:0.4000 -13:0.4000 -11:0.2000 -9:0.2000 -8:0.4000 -5:0.4000 -3:0.4000 -2:0.2000 1:0.4000 2:0.2000 4:0.4000 5:0.4000 8:0.2000 9:0.2000 11:0.2000 12:0.4000 13:0.4000 14:0.6000 16:0.2000 19:0.4000 20:0.2000 21:0.2000 22:0.4000 24:0.2000 27:0.4000 29:0.2000 30:0.2000 31:0.4000 33:0.2000 34:0.2000 35:0.2000 37:0.2000 39:0.2000 40:0.2000 42:0.2000 45:0.2000 46:0.2000 53:0.2000 54:0.2000
86	18.800000	-46:0.2000 -45:0.2000 -43:0.2000 -42:0.2000 -41:0.2000 -39:0.2000 -37:0.2000 -33:0.2000 -32:0.2000 -30:0.2000 -29:0.4000 -28:0.2000 -27:0.6000 -25:0.4000 -24:0.4000 -23:0.2000 -21:0.2000 -20:0.2000 -18:0.4000 -17:0.2000 -15:0.2000 -14:0.2000 -11:0.2000 -10:0.2000 -8:0.2000 -7:0.4000 -6:0.2000 -5:0.2000 -4:0.4000 -3:0.6000 -2:0.2000 0:0.2000 1:0.6000 2:0.4000 3:0.2000 4:0.6000 5:0.6000 6:0.4000 7:0.4000 8:0.4000 10:0.2000 11:0.8000 12:0.4000 13:0.4000 14:0.4000 15:0.2000 16:0.4000 17:0.2000 18:0.6000 21:0.4000 22:0.2000 24:0.2000 26:0.4000 28:0.2000 29:0.2000 31:0.2000 32:0.4000 33:0.2000 36:0.2000 38:0.2000 42:0.2000 50:0.2000
87	16.800000	-54:0.2000 -49:0.2000 -47:0.2000 -46:0.2000 -45:0.2000 -33:0.2000 -30:0.2000 -29:0.2000 -27:0.2000 -25:0.4000 -24:0.4000 -23:0.2000 -19:0.4000 -17:0.2000 -16:0.2000 -15:0.6000 -14:0.4000 -13:0.2000 -10:0.4000 -8:0.4000 -7:0.4000 -5:0.4000 -4:0.4000 -3:0.4000 -2:0.2000 -1:0.4000 0:0.4000 1:0.4000 4:0.2000 5:0.6000 7:0.4000 8:0.4000 9:0.2000 10:0.4000 12:0.2000 13:0.2000 14:0.4000 15:0.2000 16:0.4000 17:0.2000 18:0.2000 20:0.2000 21:0.4000 22:0.4000 24:0.4000 26:0.2000 27:0.4000 30:0.4000 34:0.4000 35:0.4000 36:0.4000 40:0.2000 46:0.2000 50:0.2000
88	14.600000	-32:0.2000 -29:0.4000 -27:0.2000 -25:0.2000 -24:0.4000 -21:0.2000 -18:0.2000 -17:0.2000 -16:0.4000 -15:0.2000 -13:0.2000 -10:0.2000 -9:0.2000 -8:0.4000 -7:0.4000 -5:0.2000 -4:0.6000 -3:0.4000 0:0.4000 1:0.6000 4:0.4000 5:0.6000 7:0.6000 8:0.2000 9:0.4000 10:0.4000 11:0.2000 12:0.2000 13:0.2000 15:0.4000 16:0.2000 21:0.2000 22:0.2000 24:0.2000 26:0.2000 27:0.4000 29:0.2000 30:0.4000 34:0.4000 35:0.2000 36:0.2000 37:0.2000 39:0.2000 46:0.2000 49:0.2000 50:0.2000 51:0.2000 56:0.2000 61:0.2000 62:0.2000 63:0.2000
89	18.600000	-57:0.2000 -52:0.2000 -50:0.2000 -43:0.2000 -42:0.4000 -41:0.2000 -37:0.2000 -36:0.2000 -33:0.2000 -31:0.2000 -29:0.6000 -28:0.2000 -27:0.2000 -26:0.2000 -25:0.2000 -24:0.4000 -23:0.2000 -21:0.2000 -18:0.2000 -16:0.2000 -14:0.2000 -13:0.2000 -11:0.2000 -10:0.2000 -9:0.2000 -8:0.4000 -7:0.4000 -5:0.2000 -4:0.4000 -3:0.4000 -2:0.2000 -1:0.2000 0:0.4000 1:0.4000 3:0.2000 4:0.6000 5:0.4000 7:0.4000 9:0.2000 10:0.2000 11:0.4000 12:0.2000 13:0.2000 15:0.2000 16:0.2000 18:0.4000 20:0.4000 21:0.4000 22:0.4000 24:0.2000 25:0.2000 26:0.4000 27:0.4000 28:0.2000 29:0.2000 30:0.4000 32:0.2000 34:0.2000 35:0.2000 37:0.2000 39:0.2000 49:0.2000 51:0.2000 55:0.2000 56:0.2000 58:0.2000 59:0.2000 60:0.2000 61:0.2000 62:0.2000 63:0.2000
90	22.000000	-53:0.2000 -52:0.2000 -47:0.2000 -41:0.6000 -40:0.2000 -39:0.2000 -36:0.2000 -34:0.2000 -33:0.2000 -32:0.4000 -31:0.2000 -29:0.2000 -28:0.4000 -27:0.2000 -26:0.2000 -25:0.4000 -24:0.8000 -23:0.2000 -22:0.2000 -21:0.6000 -20:0.2000 -19:0.4000 -18:0.4000 -17:0.2000 -16:0.6000 -15:0.6000 -14:0.4000 -13:0.6000 -12:0.2000 -11:0.2000 -10:0.6000 -9:0.4000 -8:0.6000 -7:0.2000 -6:0.4000 -5:0.6000 -4:0.4000 -3:0.2000 -2:0.2000 -1:0.4000 0:0.2000 1:0.2000 3:0.2000 4:0.4000 6:0.2000 7:0.4000 8:0.4000 9:0.2000 11:0.2000 12:0.4000 13:0.4000 14:0.2000 17:0.6000 20:0.6000 21:0.2000 22:0.4000 26:0.4000 27:0.4000 28:0.2000 30:0.2000 31:0.2000 35:0.4000 36:0.2000 40:0.2000 45:0.2000 46:0.2000 50:0.2000 52:0.2000
91	20.600000	-47:0.2000 -46:0.2000 -45:0.2000 -41:0.6000 -40:0.2000 -39:0.4000 -35:0.2000 -34:0.2000 -33:0.2000 -32:0.2000 -31:0.2000 -30:0.4000 -29:0.2000 -28:0.4000 -27:0.6000 -26:0.2000 -25:0.4000 -24:0.6000 -23:0.2000 -22:0.2000 -21:0.2000 -20:0.2000 -19:0.2000 -18:0.4000 -17:0.2000 -15:0.4000 -14:0.2000 -13:0.4000 -11:0.4000 -8:0.4000 -7:0.4000 -5:0.2000 -4:0.4000 -3:0.2000 -2:0.2000 -1:0.2000 0:0.2000 1:0.4000 2:0.4000 4:0.4000 5:0.6000 6:0.4000 7:0.6000 8:0.4000 9:0.2000 10:0.2000 11:0.4000 12:0.2000 13:0.2000 14:0.6000 15:0.4000 16:0.2000 17:0.4000 18:0.6000 20:0.2000 24:0.4000 26:0.2000 27:0.2000 29:0.2000 30:0.2000 32:0.2000 33:0.2000 36:0.2000 38:0.4000 43:0.2000 45:0.2000 48:0.2000 50:0.2000
92	14.600000	-57:0.2000 -53:0.2000 -52:0.2000 -50:0.2000 -47:0.2000 -45:0.2000 -42:0.2000 -41:0.2000 -39:0.2000 -37:0.2000 -36:0.2000 -35:0.4000 -34:0.2000 -33:0.2000 -32:0.4000 -31:0.2000 -29:0.4000 -28:0.2000 -27:0.2000 -26:0.4000 -24:0.4000 -23:0.2000 -21:0.4000 -19:0.4000 -18:0.2000 -16:0.2000 -14:0.2000 -13:0.2000 -11:0.4000 -10:0.6000 -8:0.2000 -6:0.4000 -5:0.2000 -3:0.2000 -2:0.2000 -1:0.4000 0:0.4000 1:0.4000 2:0.4000 3:0.2000 8:0.2000 10:0.2000 11:0.2000 12:0.2000 17:0.2000 20:0.2000 22:0.2000 27:0.2000 28:0.2000 34:0.2000 35:0.2000 39:0.2000 49:0.2000 51:0.2000 56:0.2000 61:0.2000 62:0.2000 63:0.2000
93	17.400000	-46:0.2000 -43:0.2000 -37:0.2000 -33:0.4000 -31:0.4000 -30:0.4000 -29:0.2000 -28:0.2000 -27:0.4000 -26:0.4000 -25:0.2000 -24:0.4000 -21:0.2000 -19:0.2000 -18:0.2000 -17:0.2000 -14:0.4000 -13:0.2000 -12:0.2000 -11:0.2000 -10:0.8000 -9:0.2000 -8:0.2000 -7:0.2000 -6:0.2000 -5:0.2000 -4:0.2000 -3:0.2000 -2:0.2000 -1:0.4000 1:0.6000 2:0.2000 3:0.2000 4:0.6000 7:0.4000 8:0.4000 9:0.6000 10:0.2000 11:0.2000 12:0.2000 14:0.2000 15:0.4000 16:0.2000 17:0.2000 18:0.2000 20:0.6000 21:0.2000 22:0.2000 24:0.4000 27:0.2000 30:0.4000 32:0.2000 33:0.4000 34:0.2000 35:0.2000 40:0.4000 42:0.2000 46:0.2000 52:0.2000 53:0.2000 54:0.2000
94	10.000000	-45:0.2000 -42:0.4000 -41:0.2000 -27:0.2000 -25:0.2000 -24:0.2000 -20:0.2000 -18:0.2000 -15:0.2000 -14:0.2000 -13:0.2000 -12:0.2000 -9:0.2000 -8:0.2000 -6:0.2000 -3:0.6000 -1:0.2000 1:0.2000 2:0.2000 4:0.4000 5:0.4000 9:0.2000 11:0.4000 12:0.2000 14:0.2000 15:0.2000 19:0.2000 21:0.4000 22:0.4000 27:0.4000 29:0.2000 30:0.2000 33:0.2000 37:0.2000 43:0.2000 45:0.4000 46:0.2000 48:0.2000 53:0.2000 54:0.2000
95	9.400000	-53:0.2000 -52:0.2000 -42:0.2000 -41:0.2000 -36:0.2000 -33:0.2000 -31:0.2000 -26:0.2000 -24:0.2000 -23:0.2000 -21:0.2000 -15:0.2000 -13:0.2000 -10:0.2000 -9:0.2000 -6:0.2000 -5:0.2000 -3:0.2000 -1:0.2000 0:0.2000 1:0.2000 9:0.2000 11:0.2000 12:0.4000 19:0.2000 20:0.2000 21:0.2000 22:0.6000 24:0.2000 26:0.2000 27:0.4000 28:0.2000 29:0.2000 30:0.2000 31:0.4000 36:0.2000 37:0.2000 40:0.2000 45:0.2000 53:0.2000 54:0.2000 58:0.2000
96	16.400000	-47:0.2000 -42:0.2000 -41:0.4000 -40:0.2000 -35:0.4000 -34:0.2000 -31:0.2000 -30:0.2000 -29:0.2000 -28:0.2000 -27:0.4000 -26:0.2000 -25:0.2000 -24:0.6000 -22:0.2000 -19:0.4000 -18:0.4000 -15:0.4000 -14:0.2000 -13:0.2000 -10:0.2000 -9:0.2000 -8:0.4000 -7:0.2000 -6:0.2000 -5:0.6000 -4:0.4000 -3:0.4000 -1:0.2000 0:0.4000 1:0.2000 2:0.2000 5:0.4000 7:0.2000 8:0.2000 9:0.4000 11:0.2000 13:0.2000 14:0.2000 15:0.2000 18:0.4000 19:0.2000 20:0.2000 21:0.2000 22:0.4000 24:0.6000 25:0.2000 26:0.2000 27:0.4000 28:0.2000 29:0.2000 30:0.6000 34:0.4000 35:0.2000 37:0.2000 43:0.2000 45:0.2000 48:0.2000
97	20.600000	-42:0.2000 -41:0.4000 -40:0.2000 -35:0.4000 -34:0.2000 -31:0.2000 -30:0.2000 -29:0.2000 -28:0.2000 -27:0.4000 -26:0.2000 -25:0.2000 -24:0.6000 -22:0.2000 -19:0.4000 -18:0.2000 -15:0.4000 -14:0.2000 -13:0.2000 -10:0.2000 -8:0.4000 -7:0.4000 -5:0.6000 -4:0.4000 -3:0.8000 -1:0.2000 0:0.4000 1:0.4000 2:0.4000 4:0.2000 5:0.4000 7:0.6000 8:0.2000 9:0.8000 10:0.2000 11:0.4000 13:0.2000 14:0.4000 15:0.2000 16:0.2000 17:0.2000 18:0.4000 19:0.4000 20:0.2000 21:0.2000 22:0.6000 23:0.2000 24:0.8000 25:0.2000 26:0.6000 27:0.6000 28:0.4000 29:0.4000 30:0.8000 33:0.2000 34:0.4000 35:0.2000 37:0.2000 38:0.2000 50:0.2000
98	20.200000	-63:0.2000 -60:0.2000 -57:0.2000 -55:0.2000 -52:0.2000 -51:0.2000 -50:0.2000 -47:0.2000 -46:0.2000 -42:0.4000 -41:0.6000 -40:0.2000 -36:0.2000 -35:0.4000 -34:0.4000 -33:0.2000 -32:0.2000 -31:0.4000 -30:0.4000 -29:0.2000 -28:0.2000 -27:0.2000 -26:0.4000 -25:0.2000 -24:0.6000 -23:0.2000 -22:0.2000 -21:0.2000 -19:0.4000 -18:0.2000 -15:0.2000 -14:0.2000 -13:0.4000 -11:0.2000 -10:0.2000 -8:0.2000 -7:0.4000 -5:0.2000 -4:0.4000 -3:0.4000 -1:0.4000 0:0.4000 1:0.4000 2:0.6000 3:0.2000 7:0.2000 8:0.4000 9:0.6000 11:0.4000 12:0.2000 13:0.2000 14:0.2000 15:0.2000 18:0.4000 19:0.2000 21:0.2000 22:0.6000 24:0.4000 26:0.2000 27:0.4000 28:0.4000 29:0.2000 30:0.4000 31:0.2000 34:0.6000 35:0.2000 36:0.2000 37:0.2000
99	7.000000	-45:0.2000 -39:0.2000 -32:0.2000 -18:0.2000 3:0.2000 8:0.2000 9:0.2000 10:0.2000 15:0.2000 17:0.2000 29:0.2000 30:0.2000 31:0.2000 32:0.2000 33:0.2000 35:0.2000 38:0.2000 39:0.2000 46:0.4000 49:0.2000 51:0.2000 53:0.2000 55:0.2000 56:0.6000 58:0.4000 59:0.2000 60:0.2000 61:0.2000 62:0.2000 63:0.2000 64:0.2000
100	25.000000	-63:0.2000 -60:0.2000 -57:0.2000 -55:0.2000 -52:0.2000 -50:0.2000 -47:0.2000 -46:0.2000 -45:0.2000 -42:0.2000 -41:0.2000 -40:0.2000 -36:0.2000 -33:0.2000 -31:0.2000 -30:0.4000 -29:0.2000 -28:0.2000 -27:0.4000 -26:0.2000 -25:0.2000 -24:0.4000 -23:0.2000 -22:0.2000 -21:0.2000 -20:0.2000 -19:0.4000 -17:0.6000 -16:0.2000 -14:0.2000 -13:0.6000 -12:0.2000 -11:0.4000 -10:0.8000 -9:0.2000 -7:0.6000 -6:0.4000 -5:0.4000 -4:0.2000 -3:0.2000 -2:0.4000 -1:0.4000 0:0.2000 1:0.2000 2:0.4000 3:0.4000 4:0.6000 5:0.2000 6:0.2000 7:0.4000 8:0.2000 9:0.6000 11:0.4000 12:0.2000 13:0.2000 14:0.2000 15:0.2000 17:0.4000 18:0.6000 19:0.2000 20:0.2000 21:0.4000 22:0.4000 23:0.2000 24:0.4000 26:0.2000 27:0.4000 28:0.2000 29:0.2000 30:0.4000 32:0.4000 33:0.4000 34:0.2000 35:0.2000 38:0.2000 39:0.2000 40:0.2000 46:0.4000 49:0.2000 50:0.2000 51:0.2000 52:0.2000 53:0.2000 54:0.2000 56:0.2000 61:0.2000 62:0.2000 63:0.2000
101	16.800000	-46:0.2000 -45:0.2000 -42:0.2000 -39:0.2000 -32:0.4000 -30:0.4000 -27:0.2000 -26:0.2000 -25:0.2000 -24:0.2000 -22:0.2000 -20:0.2000 -18:0.4000 -17:0.2000 -15:0.2000 -14:0.2000 -13:0.2000 -11:0.4000 -9:0.4000 -8:0.2000 -7:0.2000 -6:0.2000 -5:0.2000 -3:0.4000 -1:0.2000 1:0.2000 2:0.2000 3:0.2000 4:0.6000 6:0.2000 7:0.2000 8:0.2000 9:0.6000 10:0.4000 11:0.2000 12:0.2000 14:0.4000 15:0.4000 17:0.4000 18:0.2000 19:0.4000 20:0.2000 21:0.8000 22:0.4000 27:0.2000 28:0.2000 30:0.4000 33:0.4000 34:0.2000 38:0.2000 39:0.2000 42:0.2000 45:0.2000 46:0.2000 49:0.2000 50:0.2000 51:0.2000 53:0.2000 54:0.2000 56:0.2000 61:0.2000 62:0.2000 63:0.2000
102	23.400000	-63:0.2000 -62:0.2000 -55:0.2000 -52:0.2000 -50:0.2000 -49:0.2000 -46:0.2000 -45:0.4000 -44:0.2000 -43:0.2000 -42:0.2000 -39:0.2000 -37:0.2000 -36:0.2000 -35:0.2000 -33:0.2000 -32:0.2000 -30:0.6000 -29:0.2000 -28:0.2000 -27:0.4000 -26:0.2000 -25:0.2000 -24:0.4000 -22:0.2000 -20:0.2000 -18:0.4000 -17:0.4000 -16:0.4000 -15:0.4000 -14:0.2000 -13:0.2000 -12:0.2000 -11:0.2000 -10:0.4000 -9:0.4000 -7:0.2000 -6:0.6000 -4:0.2000 -3:0.6000 -2:0.4000 -1:0.2000 0:0.2000 1:0.6000 4:0.6000 5:0.2000 6:0.2000 7:0.4000 8:0.4000 9:0.4000 10:0.4000 11:0.4000 13:0.2000 14:0.4000 15:0.4000 17:0.4000 18:0.2000 19:0.2000 20:0.6000 21:0.6000 22:0.2000 24:0.2000 26:0.4000 27:0.2000 28:0.2000 30:0.4000 33:0.6000 34:0.4000 38:0.2000 39:0.2000 40:0.2000 42:0.2000 49:0.2000 50:0.2000 51:0.2000 54:0.2000 56:0.2000 61:0.2000 62:0.2000 63:0.2000
103	26.600000	-47:0.2000 -46:0.2000 -43:0.2000 -42:0.2000 -39:0.4000 -37:0.4000 -35:0.4000 -34:0.2000 -33:0.2000 -32:0.2000 -31:0.2000 -29:0.4000 -28:0.2000 -27:0.4000 -25:0.2000 -21:0.4000 -20:0.2000 -19:0.2000 -18:0.6000 -17:0.2000 -16:0.2000 -15:0.4000 -14:0.4000 -13:0.4000 -11:0.6000 -10:0.8000 -9:0.4000 -8:0.6000 -6:0.2000 -5:0.4000 -4:0.2000 -3:0.4000 -2:0.2000 -1:0.4000 0:0.6000 1:0.6000 2:0.6000 3:0.6000 4:0.2000 5:0.4000 6:0.2000 7:0.4000 8:0.4000 9:0.8000 10:0.4000 11:0.8000 12:0.6000 13:0.2000 15:0.4000 17:0.4000 18:0.4000 20:0.4000 21:0.2000 22:0.4000 23:0.2000 24:0.2000 26:0.6000 27:0.4000 28:0.4000 29:0.4000 30:0.4000 32:0.4000 34:0.4000 35:0.4000 36:0.2000 37:0.2000 38:0.2000 39:0.4000 40:0.4000 43:0.2000 45:0.4000 52:0.2000 54:0.2000 58:0.2000
104	13.200000	-49:0.2000 -45:0.2000 -42:0.4000 -39:0.2000 -37:0.2000 -36:0.2000 -35:0.2000 -34:0.2000 -33:0.4000 -32:0.4000 -31:0.2000 -30:0.2000 -29:0.2000 -27:0.2000 -26:0.2000 -24:0.2000 -21:0.2000 -19:0.2000 -16:0.2000 -15:0.2000 -14:0.2000 -13:0.2000 -12:0.2000 -9:0.2000 -8:0.2000 -7:0.2000 -4:0.2000 -2:0.2000 -1:0.4000 1:0.4000 3:0.2000 4:0.2000 5:0.2000 8:0.2000 9:0.2000 11:0.4000 12:0.2000 13:0.2000 15:0.4000 17:0.2000 22:0.2000 27:0.2000 29:0.4000 30:0.4000 33:0.2000 34:0.2000 35:0.2000 37:0.2000 38:0.2000 46:0.2000 55:0.2000 56:0.2000 58:0.4000 59:0.2000 60:0.2000 64:0.2000
105	14.400000	-49:0.2000 -46:0.2000 -44:0.2000 -42:0.2000 -37:0.4000 -36:0.2000 -35:0.2000 -34:0.2000 -33:0.4000 -32:0.4000 -30:0.4000 -29:0.2000 -27:0.4000 -25:0.4000 -24:0.6000 -22:0.2000 -21:0.2000 -19:0.2000 -18:0.2000 -17:0.2000 -16:0.4000 -13:0.2000 -12:0.2000 -11:0.2000 -10:0.2000 -7:0.4000 -6:0.4000 -4:0.2000 -3:0.2000 -2:0.4000 0:0.4000 1:0.4000 4:0.2000 5:0.4000 7:0.2000 9:0.2000 11:0.2000 12:0.2000 13:0.2000 14:0.4000 15:0.4000 17:0.6000 20:0.4000 22:0.2000 24:0.2000 26:0.4000 34:0.2000 38:0.2000 43:0.2000 45:0.2000 48:0.2000
106	23.000000	-63:0.2000 -62:0.2000 -57:0.2000 -55:0.2000 -53:0.2000 -51:0.2000 -49:0.2000 -48:0.2000 -47:0.2000 -45:0.2000 -43:0.4000 -42:0.2000 -41:0.2000 -40:0.2000 -39:0.2000 -37:0.2000 -35:0.2000 -34:0.2000 -32:0.4000 -29:0.4000 -28:0.2000 -27:0.2000 -25:0.4000 -21:0.2000 -20:0.2000 -18:0.6000 -17:0.2000 -16:0.2000 -15:0.6000 -14:0.6000 -13:0.4000 -11:0.2000 -10:0.8000 -9:0.2000 -8:0.4000 -5:0.2000 -4:0.2000 -3:0.4000 -1:0.2000 0:0.2000 1:0.2000 2:0.6000 3:0.2000 4:0.2000 5:0.2000 7:0.2000 8:0.4000 9:0.4000 10:0.4000 11:0.6000 12:0.6000 13:0.2000 15:0.2000 17:0.4000 18:0.4000 20:0.4000 21:0.4000 22:0.2000 23:0.2000 24:0.4000 26:0.4000 27:0.4000 28:0.2000 29:0.2000 30:0.4000 32:0.2000 33:0.2000 35:0.2000 36:0.2000 38:0.2000 39:0.4000 40:0.4000 43:0.2000 45:0.2000 46:0.2000 52:0.2000 53:0.2000 54:0.4000 58:0.2000
